4374,bapi,sap_badi,sap_abap,sap_alv,user_exit,dialog_programming,sapscript,ale,floorplan_manager,sap_pi,brf,sap_netweaver,sap_edi,bdc,bcs,fast_search,k2_blackpearl,workflow,catt,idoc,sap_sd,sap_wm,mapping,route_determination,sap_configuration,smartforms,ros,sap_report_painter,sybase_unwired_platform,invoice_management,sap_mobile
101457,Data Loss Prevention,Networking,Firewall,Security,Network Administration,,,,,,,,,,,,,,,,,,,,,,,,,,
108811,Litigation Management,Litigation,contracts,Legal,drafting,vetting,,,,,,,,,,,,,,,,,,,,,,,,,
95500,SFDC,Salesforce,Salesforce developer,Java,J2ee,,,,,,,,,,,,,,,,,,,,,,,,,,
64897,Intrusion Detection,Networking,LAN,Linux,Unix,Firewall,WAN,Technical Support,,,,,,,,,,,,,,,,,,,,,,,
20795,Business Development Management,Concept Selling,Hotel Management,Target Achievement,horeca,caterers,Sales,Bakery,B2B,restaurants,,,,,,,,,,,,,,,,,,,,,
23036,business analysis,trade lifecycle,business analyst,capital markets,otc,derivatives,,,,,,,,,,,,,,,,,,,,,,,,,
55819,Outbound Calls,cold calls,inbound calls,voice process calls,Customer Care,CRM,Customer Care Executive,,,,,,,,,,,,,,,,,,,,,,,,
